original_language,popularity,title,vote_average,tconst,primary_title,start_year,runtime_minutes,genres,movie,production_budget,worldwide_gross
fr,1.492,Maniac,6.1,tt2103217,Maniac,2012,89.0,"Horror,Thriller",Flipped,14000000,4289993.0
en,6.666,Maniac,6.0,tt2103217,Maniac,2012,89.0,"Horror,Thriller",Les herbes folles,14000000,1903952.0
en,1.49,Cougar Hunting,2.9,tt1413489,Cougar Hunting,2011,102.0,"Comedy,Romance",Amen,14000000,274299.0
en,1.489,Scalene,4.9,tt1647477,Scalene,2011,97.0,"Crime,Drama,Thriller",The Lucky Ones,14000000,266967.0
fr,1.4880000000000002,Viva Riva!,5.7,tt1723120,Viva Riva!,2010,98.0,"Crime,Drama,Thriller",Margaret,14000000,623292.0
en,1.487,About Fifty,4.5,tt1477118,About Fifty,2011,88.0,Comedy,Reign of Assassins,14000000,11354230.0
en,1.486,Shut Up Little Man! An Audio Misadventure,5.3,tt1766085,Shut Up Little Man! An Audio Misadventure,2011,90.0,"Comedy,Documentary,Drama",Stan Helsing: A Parody,14000000,1553556.0
en,1.4780000000000002,"Apocalypse, California",4.5,tt1273193,"Apocalypse, CA",2011,88.0,"Adventure,Comedy,Fantasy",Brokeback Mountain,13900000,176980863.0
en,1.475,Becoming Chaz,5.2,tt1705969,Becoming Chaz,2011,80.0,"Biography,Documentary",Clueless,13700000,56598476.0
en,1.472,Happy,7.2,tt1613092,Happy,2011,76.0,"Documentary,Drama,Family",Ca$h,13700000,11738256.0
en,1.472,Happy,7.2,tt5894180,Happy,2016,78.0,Documentary,Far From Heaven,13500000,29027914.0
en,1.472,Happy,7.2,tt6123762,Happy,2016,78.0,Documentary,Seven Psychopaths,13500000,33035736.0
en,1.472,Happy,7.2,tt6646916,Happy,2016,85.0,Documentary,Quills,13500000,11732088.0
en,1.472,Happy,7.2,tt1613092,Happy,2011,76.0,"Documentary,Drama,Family",The Border,13500000,6118683.0
en,1.472,Happy,7.2,tt3430482,Happy,2015,100.0,"Comedy,Drama,Romance",Der Untergang,13500000,93631744.0
en,1.472,Happy,7.2,tt5894180,Happy,2016,78.0,Documentary,The Last Godfather,13400000,164247.0
en,1.472,Happy,7.2,tt6123762,Happy,2016,78.0,Documentary,Under the Skin,13300000,7229933.0
en,1.472,Happy,7.2,tt6646916,Happy,2016,85.0,Documentary,Mar adentro,13300000,39686345.0
en,1.4,Happy,5.0,tt1613092,Happy,2011,76.0,"Documentary,Drama,Family",No Good Deed,13200000,54323210.0
en,1.4,Happy,5.0,tt3430482,Happy,2015,100.0,"Comedy,Drama,Romance",Good Morning Vietnam,13000000,123922370.0
en,1.4,Happy,5.0,tt5894180,Happy,2016,78.0,Documentary,Save the Last Dance,13000000,122244329.0
en,1.4,Happy,5.0,tt6123762,Happy,2016,78.0,Documentary,Justin Bieber: Never Say Never,13000000,99034125.0
en,1.4,Happy,5.0,tt6646916,Happy,2016,85.0,Documentary,The First Purge,13000000,136617305.0
en,1.471,The Fields,4.6,tt1401236,The Fields,2011,100.0,"Drama,Mystery,Thriller",Miracles from Heaven,13000000,73798736.0
en,1.467,All Dark Places,3.5,tt1833637,All Dark Places,2012,85.0,"Horror,Thriller",Snow Day,13000000,62452927.0
en,1.463,The Key Man,3.7,tt0899154,The Key Man,2011,80.0,"Crime,Drama,Thriller",The Butterfly Effect,13000000,95638592.0
en,1.4340000000000002,The Strange Ones,7.1,tt6014904,The Strange Ones,2017,81.0,"Drama,Thriller",The Shallows,13000000,118763442.0
en,1.74,The Strange Ones,5.8,tt6014904,The Strange Ones,2017,81.0,"Drama,Thriller",RoboCop,13000000,53424681.0
en,1.74,The Strange Ones,5.8,tt6014904,The Strange Ones,2017,81.0,"Drama,Thriller",A Nightmare on Elm Street 4: The Dream Master,13000000,49369899.0
en,1.425,Scents and Sensibility,5.0,tt1600438,Scents and Sensibility,2011,90.0,"Comedy,Drama,Romance","Dude, Where's My Car?",13000000,73180297.0
ru,1.423,Bedouin,4.0,tt2117825,Beduin,2011,90.0,"Action,Biography,Drama",Young Guns,13000000,44726644.0
en,1.418,Breaking and Entering,6.8,tt1582383,Breaking and Entering,2010,88.0,"Comedy,Documentary",St. Vincent,13000000,54837234.0
en,1.418,Breaking and Entering,6.8,tt6344458,Breaking and Entering,2017,72.0,"Horror,Mystery,Thriller",Earth to Echo,13000000,42174545.0
en,1.4169999999999998,InSight,5.0,tt1687277,InSight,2011,92.0,"Drama,Mystery,Thriller",10 Things I Hate About You,13000000,60413950.0
en,1.411,Narx,2.7,tt2466346,Narx,2011,92.0,"Action,Crime,Drama",The New Guy,13000000,28972187.0
en,1.4,The Littlest Angel,8.5,tt1869724,The Littlest Angel,2011,84.0,Animation,The Big Hit,13000000,27066941.0
en,1.4,King George VI: The Man Behind the King's Speech,8.0,tt2234554,King George VI: The Man Behind the King's Speech,2011,64.0,"Biography,History",Child's Play 2,13000000,34166572.0
pt,1.4,Soulbound,7.4,tt1895545,Soulbound,2011,105.0,"Drama,Romance",21 and Over,13000000,42195766.0
en,1.4,The Loving Story,7.2,tt1759682,The Loving Story,2011,77.0,"Documentary,Drama,History",The Mist,13000000,57189408.0
de,1.4,Villa Captive,7.1,tt1943035,Villa Captive,2011,79.0,"Crime,Drama,Thriller",Ex Machina,13000000,38358392.0
en,1.4,Spy,7.0,tt0372538,Spy,2011,110.0,"Action,Crime,Drama",Being John Malkovich,13000000,32382381.0
en,1.4,Spy,7.0,tt3079380,Spy,2015,119.0,"Action,Comedy,Crime",Two Can Play That Game,13000000,22391450.0
en,1.4,Savage,7.0,tt1334473,Savage,2011,86.0,"Horror,Sci-Fi,Thriller",The Perks of Being a Wallflower,13000000,33069303.0
en,1.4,Savage,7.0,tt5124206,Savage,2017,100.0,"Comedy,Drama",crazy/beautiful,13000000,19929123.0
en,1.4,Savage,7.0,tt7661250,Savage,2017,80.0,Thriller,54,13000000,16757163.0
en,1.4,Oliver Sherman,7.0,tt1503149,Oliver Sherman,2010,82.0,"Drama,Thriller,War",Room,13000000,36262783.0
en,1.4,Dirty Little Trick,6.8,tt1667417,Dirty Little Trick,2011,88.0,"Crime,Thriller",Woodlawn,13000000,14403703.0
en,1.4,Carl Panzram: The Spirit of Hatred and Vengeance,6.5,tt1756447,Carl Panzram: The Spirit of Hatred and Vengeance,2011,81.0,"Biography,Crime,Documentary",Letters from Iwo Jima,13000000,67867998.0
en,1.4,Kinyarwanda,6.3,tt1572154,Kinyarwanda,2011,100.0,"Drama,History,Romance",The Astronaut Farmer,13000000,11141213.0
en,1.4,Marriage Retreat,6.1,tt1684558,Marriage Retreat,2011,90.0,"Comedy,Drama,Romance",Dirty Work,13000000,10020081.0
en,1.4,Language of a Broken Heart,6.0,tt1609488,Language of a Broken Heart,2011,100.0,"Comedy,Romance",Bajrangi Bhaijaan,13000000,121778347.0
en,1.4,END:CIV,5.9,tt1830585,END:CIV,2011,115.0,Documentary,Woo,13000000,8064972.0
de,1.4,Three Quarter Moon,5.6,tt1747994,Three Quarter Moon,2011,94.0,"Comedy,Drama",Robinson Crusoe,13000000,42446455.0
en,1.4,Fly Away,5.6,tt1697920,Fly Away,2011,85.0,Drama,Serial Mom,13000000,7881335.0
it,1.4,Passione,5.5,tt1407085,Passione,2010,90.0,"History,Music",Light It Up,13000000,5871603.0
en,1.4,Make Believe,5.3,tt1538833,Make Believe,2010,88.0,Documentary,Bubble Boy,13000000,5002310.0
en,1.4,The Little Engine That Could,5.3,tt1764666,The Little Engine That Could,2011,83.0,"Animation,Family",Birthday Girl,13000000,8130727.0
en,1.4,Wuss,5.0,tt1696197,Wuss,2011,97.0,Comedy,"Paris, je t'aime",13000000,5175088.0
zh,1.4,10 Plus 10,5.0,tt2243123,10+10,2011,114.0,Drama,Ben is Back,13000000,9633111.0
en,1.4,Louder Than a Bomb,5.0,tt1540978,Louder Than a Bomb,2010,99.0,Documentary,Resurrecting the Champ,13000000,3260555.0
ko,1.4,The Last Godfather,4.9,tt1584131,The Last Godfather,2010,100.0,"Comedy,Crime,Romance",Chloe,13000000,11831131.0
nl,1.4,Isabelle,4.8,tt1609132,Isabelle,2011,90.0,"Drama,Thriller",The Widow of St. Pierre,13000000,3058380.0
nl,1.4,Isabelle,4.8,tt6098380,Isabelle,2018,81.0,"Horror,Thriller",Faithful,13000000,2104439.0
en,1.4,Mayor Cupcake,4.8,tt1496798,Mayor Cupcake,2011,86.0,"Comedy,Drama,Family",Un ProphÃ¨te,13000000,19910624.0
en,1.4,Trail of Blood,4.7,tt1280013,Trail of Blood,2011,80.0,"Horror,Thriller","I Love You, Phillip Morris",13000000,23014027.0
en,1.4,The Lion of Judah,4.5,tt1212022,The Lion of Judah,2011,87.0,Animation,The Vatican Tapes,13000000,14929184.0
en,1.4,The Lion of Judah,4.5,tt2255997,The Lion of Judah,2012,60.0,"Biography,Documentary,War",Find Me Guilty,13000000,2898225.0
en,1.4,Answers to Nothing,4.4,tt1523939,Answers to Nothing,2011,124.0,"Drama,Mystery,Romance",Excessive Force,13000000,1152117.0
en,1.4,The Ideal,4.2,tt1808452,The Ideal,2011,96.0,"Fantasy,Horror,Thriller",Infamous,13000000,2613717.0
en,1.4,Hold Your Peace,4.2,tt1913042,Hold Your Peace,2011,99.0,"Comedy,Romance",Attack the Block,13000000,6459183.0
en,1.4,Daylight,4.2,tt1254978,Daylight,2010,75.0,"Crime,Horror,Thriller",Brothers,13000000,17856688.0
en,1.4,Daylight,4.2,tt2362036,Daylight,2013,97.0,"Drama,Horror,Mystery",The Claim,13000000,1375635.0
en,1.4,The Flight of the Swan,4.0,tt1545489,The Flight of the Swan,2011,94.0,Drama,In The Land of Blood and Honey,13000000,509193.0
en,1.4,He Loves Me,4.0,tt7238326,He Loves Me,2018,74.0,Drama,The Killer Inside Me,13000000,3617277.0
en,1.4,Spiderhole,3.9,tt1496884,Spiderhole,2010,82.0,Horror,The Call,12800000,69821476.0
en,1.4,Blacktino,3.8,tt1691449,Blacktino,2011,94.0,Comedy,Operation Chromite,12700000,49196532.0
en,1.4,"L.A., I Hate You",3.8,tt1594505,"L.A., I Hate You",2011,93.0,"Crime,Drama,Horror",The Drop,12600000,19054534.0
tr,1.4,Session,3.8,tt1024666,Session,2011,89.0,Drama,The Crocodile Hunter: Collision Course,12500000,33436931.0
en,1.4,Assassins' Code,3.0,tt1403236,Assassins' Code,2011,90.0,"Action,Crime,Thriller",Machete,12500000,46370970.0
de,1.4,No Reason,2.5,tt1601215,No Reason,2010,70.0,Horror,Antwone Fisher,12500000,23367586.0
en,1.4,Hell at My Heels,1.0,tt1980134,Hell at My Heels,2011,80.0,Western,La Guerre du feu,12500000,20959585.0
en,1.3969999999999998,Three Veils,6.0,tt1470173,Three Veils,2011,117.0,Drama,The Emperor's Club,12500000,16193713.0
en,1.3969999999999998,Three Veils,6.0,tt1470173,Three Veils,2011,117.0,Drama,True Romance,12500000,12309980.0
en,1.395,Video Girl,7.0,tt1542488,Video Girl,2011,95.0,Drama,Sorority Row,12500000,26735797.0
en,1.392,Cut,3.9,tt1390403,Cut,2010,87.0,"Horror,Mystery,Thriller",The Boy in the Striped Pyjamas,12500000,44083403.0
en,1.392,Cut,3.9,tt3177074,Cut,2014,79.0,"Drama,Thriller",The Prisoner of Zenda,12500000,7000000.0
en,1.392,Cut,3.9,tt5131284,Cut,2016,65.0,Documentary,Conviction,12500000,11826980.0
en,1.392,Cut,3.9,tt5459674,Cut,2014,64.0,"Comedy,Drama",Lars and the Real Girl,12500000,11277119.0
hi,1.389,Pairon Talle,5.0,tt1709731,Soul of Sand,2010,99.0,"Drama,Mystery,Thriller",Solitary Man,12500000,4360548.0
en,1.389,Solo,3.7,tt1935234,Solo,2013,90.0,Comedy,Oscar and Lucinda,12500000,1612957.0
en,1.389,Solo,3.7,tt2374196,Solo,2013,83.0,"Mystery,Thriller",The Perfect Game,12500000,3931367.0
en,1.389,Solo,3.7,tt2668762,Solo,2012,57.0,"Documentary,History,Music",The Paperboy,12500000,4027663.0
en,1.389,Solo,3.7,tt3026824,Solo,2013,76.0,Thriller,Ernest et Celestine,12500000,9376444.0
en,1.389,Solo,3.7,tt6699860,Solo,2018,91.0,"Adventure,Drama,Romance",The Land Before Time,12300000,81972846.0
en,3.1010000000000004,Alone,5.6,tt2374196,Solo,2013,83.0,"Mystery,Thriller",Heaven is for Real,12000000,100916299.0
en,3.1010000000000004,Alone,5.6,tt2668762,Solo,2012,57.0,"Documentary,History,Music",The Golden Child,12000000,79817937.0
en,3.1010000000000004,Alone,5.6,tt3026824,Solo,2013,76.0,Thriller,Star Trek II: The Wrath of Khan,12000000,95800000.0
en,3.1010000000000004,Alone,5.6,tt6699860,Solo,2018,91.0,"Adventure,Drama,Romance",WarGames,12000000,74433837.0
en,1.382,Bonsai,7.0,tt1913002,Bonsái,2011,95.0,Drama,Ace Ventura: Pet Detective,12000000,107217396.0
en,1.378,Rat Scratch Fever,4.0,tt1311083,Rat Scratch Fever,2011,90.0,"Horror,Sci-Fi",Act of Valor,12000000,82497035.0
en,1.375,Olive,6.5,tt2125574,Olive,2011,89.0,Family,Witness,12000000,65532576.0
en,1.375,The Advocate for Fagdom,5.0,tt1695807,The Advocate for Fagdom,2011,91.0,Documentary,Step Up,12000000,110989157.0
en,1.374,Kenneyville,7.0,tt1754010,Kenneyville,2011,85.0,Thriller,Chronicle,12000000,123681790.0
en,1.3630000000000002,The Other F Word,6.7,tt1790867,The Other F Word,2011,98.0,"Comedy,Documentary,Drama",Beavis and Butt-Head Do America,12000000,63118386.0
en,1.3630000000000002,Isle of Dogs,4.0,tt1588362,Isle of Dogs,2010,90.0,"Action,Crime,Thriller",Patton,12000000,62500000.0
en,1.3630000000000002,Isle of Dogs,4.0,tt5104604,Isle of Dogs,2018,101.0,"Adventure,Animation,Comedy",Project X,12000000,103028188.0
en,1.357,Darwin,5.7,tt1735335,Darwin,2011,86.0,"Documentary,Drama,History",Overboard,12000000,85369830.0
en,1.357,Darwin,5.7,tt3113498,Darwin,2016,94.0,Sci-Fi,Jackie Brown,12000000,74727492.0
en,0.634,Darwin,8.0,tt1735335,Darwin,2011,86.0,"Documentary,Drama,History",Yentl,12000000,39012241.0
en,0.634,Darwin,8.0,tt3113498,Darwin,2016,94.0,Sci-Fi,Harold & Kumar Escape from Guantanamo Bay,12000000,43353117.0
en,1.354,Leave,6.5,tt1446695,Leave,2011,84.0,"Drama,Thriller",Philomena,12000000,98963392.0
es,1.354,Pastorela,6.0,tt2011183,Pastorela,2011,88.0,"Comedy,Fantasy",Time Bandits,12000000,37400000.0
en,1.3530000000000002,Frankie,5.6,tt8019694,Frankie,2019,98.0,Drama,Crossroads,12000000,57000000.0
en,1.348,A Cadaver Christmas,5.2,tt1692235,A Cadaver Christmas,2011,85.0,"Comedy,Horror",Paper Towns,12000000,85450484.0
en,1.338,The Mountie,4.6,tt1591496,The Way of the West,2011,81.0,"Drama,Western",Quarantine,12000000,41924774.0
en,1.335,Hide,4.4,tt1826689,Hide,2011,84.0,"Horror,Thriller",One Hour Photo,12000000,52223306.0
en,0.6,Hide,2.0,tt1826689,Hide,2011,84.0,"Horror,Thriller",The Eye,12000000,57577765.0
fr,1.3159999999999998,Behind the Walls,5.5,tt1642194,Behind the Walls,2011,90.0,"Drama,Horror,Mystery",Johnson Family Vacation,12000000,31286759.0
sv,1.315,She Monkeys,5.1,tt1827358,She Monkeys,2011,83.0,"Drama,Sport",How High,12000000,31222395.0
en,1.3,The Lie,5.6,tt1531930,The Lie,2011,80.0,Drama,Spartacus,12000000,60000000.0
en,1.294,My Sucky Teen Romance,6.0,tt1707821,My Sucky Teen Romance,2011,77.0,"Comedy,Fantasy,Horror",Crank,12000000,43924923.0
en,1.285,Cameraman: The Life and Work of Jack Cardiff,7.3,tt1626811,Cameraman: The Life and Work of Jack Cardiff,2010,86.0,"Biography,Documentary",The Muppet Christmas Carol,12000000,27492918.0
en,1.274,He's Mine Not Yours,7.8,tt1954498,He's Mine Not Yours,2011,104.0,"Comedy,Romance",Katy Perry: Part of Me,12000000,32700439.0
de,1.274,Princess Lillifee and the Little Unicorn,5.3,tt1986935,Princess Lillifee and the Little Unicorn,2011,72.0,Family,Top Five,12000000,26001741.0
en,1.274,The Cost of Love,3.9,tt1587427,The Cost of Love,2011,85.0,"Comedy,Drama,Romance",Rounders,12000000,22921898.0
en,1.27,The Candidate,8.2,tt10433290,The Candidate,2019,75.0,Documentary,Casino Royale,12000000,41744718.0
en,1.257,The Wise Kids,6.1,tt1717724,The Wise Kids,2011,95.0,Drama,Project Almanac,12000000,32909437.0
en,1.256,Films of Fury: The Kung Fu Movie Movie,6.1,tt1779401,Films of Fury: The Kung Fu Movie Movie,2011,80.0,"Documentary,History",Just Wright,12000000,21867665.0
en,1.253,Big in Bollywood,7.7,tt1872780,Big in Bollywood,2011,69.0,Documentary,Stir of Echoes,12000000,21133087.0
en,1.251,Finding Mr. Wright,5.8,tt1619281,Finding Mr. Wright,2011,101.0,"Comedy,Romance",Tales from the Crypt: Demon Knight,12000000,21089146.0
en,1.246,Sick Boy,4.0,tt1829735,Sick Boy,2012,90.0,"Horror,Thriller",The Boys from Brazil,12000000,19000000.0
en,1.245,Sexual Quest,10.0,tt2069913,Sexual Quest,2011,85.0,Romance,The Upside of Anger,12000000,28915761.0
en,1.244,Kingdom Come,8.0,tt10121212,Kingdom Come,2015,126.0,Documentary,Aquamarine,12000000,22978953.0
en,1.244,Kingdom Come,8.0,tt2043893,Kingdom Come,2011,87.0,"Documentary,Drama",Nebraska,12000000,24761360.0
en,1.244,Kingdom Come,8.0,tt2701772,Kingdom Come,2014,97.0,Horror,My Baby's Daddy,12000000,17322212.0
en,1.244,Kingdom Come,8.0,tt3151724,Kingdom Come,2013,75.0,"Drama,Thriller",Max Keeble's Big Move,12000000,17292381.0
en,1.244,Cutback,6.6,tt1782415,Cutback,2010,87.0,Drama,About Time,12000000,89309178.0
en,1.242,Love Is All You Need?,5.6,tt2259122,Love Is All You Need?,2016,121.0,Drama,If Beale Street Could Talk,12000000,19859167.0
en,1.63,Love Is All You Need?,6.4,tt2259122,Love Is All You Need?,2016,121.0,Drama,Wish Upon,12000000,23477345.0
fr,1.241,Nicostratos the Pelican,6.9,tt1891942,Nicostratos the Pelican,2011,92.0,"Comedy,Drama",Def Jam's How To Be a Player,12000000,14010363.0
en,1.234,Good for Nothing,6.1,tt1783285,Good for Nothing,2011,92.0,"Comedy,Thriller,Western",Living Out Loud,12000000,12905901.0
en,1.231,The Whale,5.5,tt1708537,The Whale,2011,85.0,Documentary,Rachel Getting Married,12000000,17475475.0
en,1.231,Extinction: The G.M.O. Chronicles,5.0,tt1416336,Extinction: The G.M.O. Chronicles,2011,110.0,"Drama,Horror,Sci-Fi",The Postman Always Rings Twice,12000000,44200000.0
en,1.23,Rift,2.5,tt0875613,Rift,2011,100.0,"Horror,Thriller",Girl with a Pearl Earring,12000000,43274797.0
en,1.224,Monster Mutt,5.5,tt1468727,Monster Mutt,2011,89.0,"Comedy,Family,Sci-Fi",Unforgettable,12000000,16221211.0
en,1.222,Pelt,4.7,tt1560976,Pelt,2010,87.0,"Comedy,Horror",House of Flying Daggers,12000000,92863945.0
en,1.221,3 Times a Charm,5.4,tt1718998,3 Times a Charm,2011,87.0,Comedy,Sorority Boys,12000000,12516222.0
en,1.221,Exhumed,4.7,tt1937154,Exhumed,2011,93.0,Horror,Marshall,12000000,10116816.0
en,1.219,Love Etc.,6.5,tt1560969,Love Etc.,2010,94.0,"Documentary,Romance",Cadillac Records,12000000,8942516.0
en,1.218,Yellow Rock,4.5,tt1714176,Yellow Rock,2011,89.0,Western,The Alamo,12000000,7900000.0
en,1.212,Midnight Son,6.6,tt1068961,Midnight Son,2011,88.0,Horror,Screwed,12000000,6982680.0
en,1.208,Afghan Luke,5.4,tt1680305,Afghan Luke,2011,100.0,"Drama,War",Running With Scissors,12000000,8706701.0
en,1.206,Ubaldo Terzani Horror Show,4.6,tt1621641,Ubaldo Terzani Horror Show,2010,83.0,"Horror,Thriller",Fortress,12000000,46730578.0
en,1.206,Ubaldo Terzani Horror Show,4.6,tt1621641,Ubaldo Terzani Horror Show,2010,83.0,"Horror,Thriller",For Greater Glory: The True Story of Cristiada,12000000,10026255.0
en,1.205,Pizza Man,6.0,tt1629766,Pizza Man,2011,90.0,"Action,Family,Sci-Fi",For Your Consideration,12000000,5549923.0
en,1.205,Pizza Man,6.0,tt3903990,Pizza Man,2015,90.0,"Action,Comedy",Celebrity,12000000,6200000.0
en,1.203,Joint Body,5.0,tt1628043,Joint Body,2011,86.0,"Crime,Thriller",From Justin to Kelly,12000000,4922166.0
en,1.186,Behind Your Eyes,3.0,tt1600197,Behind Your Eyes,2011,85.0,"Horror,Thriller",Girl 6,12000000,4880941.0
en,1.185,The Hustle,5.2,tt1298644,The Hustle,2019,93.0,"Comedy,Crime",In the Cut,12000000,23693646.0
en,1.185,Unhappy Birthday,4.0,tt1865551,Unhappy Birthday,2011,89.0,"Drama,Horror,Mystery",Charlie Bartlett,12000000,5295909.0
en,1.185,A Holiday Heist,2.3,tt1678037,A Holiday Heist,2011,90.0,"Comedy,Family,Romance",Two Lovers,12000000,16349034.0
en,1.1840000000000002,The Absent,3.3,tt1308745,The Absent,2011,81.0,"Horror,Thriller",La grande bellezza,12000000,29549145.0
pl,1.179,How to Get Rid of Cellulite,4.8,tt1808208,How to Get Rid of Cellulite,2011,106.0,Comedy,Last Orders,12000000,2326407.0
fr,1.176,Unforgivable,6.5,tt1583737,Unforgivable,2011,111.0,Drama,Gwoemul,12000000,92618117.0
en,1.176,The Runway,5.3,tt1385633,The Runway,2010,101.0,Comedy,The Pursuit of D.B. Cooper,12000000,2104164.0
en,1.173,Nefarious: Merchant of Souls,10.0,tt1759690,Nefarious: Merchant of Souls,2011,96.0,Documentary,The Dangerous Lives of Altar Boys,12000000,1779284.0
en,1.173,As If I Am Not There,6.8,tt1456477,As If I Am Not There,2010,109.0,Drama,Stoker,12000000,12034913.0
en,1.171,The Love Patient,5.2,tt1737798,The Love Patient,2011,95.0,"Comedy,Romance",2046,12000000,19287485.0
en,1.17,Oka!,2.5,tt1479320,Oka!,2011,105.0,Drama,Kill the Irishman,12000000,1188194.0
en,1.163,Skew,4.1,tt1808477,Skew,2011,83.0,"Horror,Thriller",Duma,12000000,994790.0
en,1.159,Dark Girls,6.7,tt1966396,Dark Girls,2011,71.0,Documentary,Darling Companion,12000000,1200346.0
en,1.155,Deep Gold,5.0,tt0929742,Deep Gold 3D,2011,86.0,Action,Ondine,12000000,557545.0
en,1.155,Dragonslayer,4.5,tt1633989,Dragonslayer,2011,74.0,Documentary,Brother,12000000,450594.0
en,1.155,Fighting Fear,4.0,tt2072971,Fighting Fear,2011,85.0,"Action,Documentary,Drama",Welcome to Collinwood,12000000,4606284.0
en,1.155,Anthem,3.8,tt1869265,Anthem,2011,92.0,Drama,Life Before Her Eyes,12000000,7203439.0
en,1.154,The Wereth Eleven,5.0,tt1641253,The Wereth Eleven,2011,70.0,Action,Critical Care,12000000,220175.0
en,1.151,Joe + Belle,6.5,tt1930371,Joe + Belle,2011,80.0,"Comedy,Crime,Drama",Breakfast of Champions,12000000,178287.0
en,1.15,Me Again,5.2,tt1814790,Me Again,2012,98.0,"Comedy,Drama",Company Man,12000000,622273.0
en,1.143,Fightville,6.0,tt1703232,Fightville,2011,85.0,"Documentary,Sport",Nanjing! Nanjing!,12000000,20122558.0
en,1.132,Screaming in High Heels: The Rise & Fall of the Scream Queen Era,6.7,tt2007995,Screaming in High Heels: The Rise & Fall of the Scream Queen Era,2011,63.0,Documentary,Trash,12000000,6553186.0
en,1.128,Redemption Road,4.7,tt1470020,Redemption Road,2010,95.0,Drama,5 Days of War,12000000,87793.0
en,1.125,"The Strange History of Don't Ask, Don't Tell",7.0,tt2066128,"The Strange History of Don't Ask, Don't Tell",2011,85.0,"Documentary,History",10 Days in a Madhouse,12000000,14616.0
en,1.124,Twelve Thirty,7.0,tt1520453,Twelve Thirty,2010,126.0,Drama,1612,12000000,5400624.0
en,1.124,Memphis Heat: The True Story of Memphis Wrasslin',5.0,tt1570104,Memphis Heat: The True Story of Memphis Wrasslin',2011,91.0,Documentary,San cheng ji,12000000,1950194.0
