original_language,popularity,title,vote_average,tconst,primary_title,start_year,runtime_minutes,genres,movie,production_budget,worldwide_gross
en,2.324,Private Romeo,5.6,tt1500512,Private Romeo,2011,94.0,"Drama,Romance",Vicky Cristina Barcelona,16000000,104504817.0
de,2.323,Klitschko,6.6,tt1885281,Klitschko,2011,118.0,"Biography,Documentary,Sport",Boys and Girls,16000000,21799652.0
en,2.323,Thomas & Friends: Day of the Diesels,6.0,tt2050664,Thomas & Friends: Day of the Diesels,2011,60.0,Animation,Superfly,16000000,20723581.0
en,2.319,BreadCrumbs,3.9,tt1219822,BreadCrumbs,2011,88.0,"Horror,Thriller",LÃ©on,16000000,45284974.0
no,2.317,Totally True Love,6.6,tt1648099,Totally True Love,2011,83.0,"Family,Mystery",Remember Me,16000000,56506120.0
en,2.316,Collaborator,5.3,tt1555058,Collaborator,2011,87.0,"Comedy,Drama,Thriller",White Oleander,16000000,21657770.0
en,2.313,The Last Rites of Joe May,6.2,tt1550902,The Last Rites of Joe May,2011,107.0,Drama,Jennifer's Body,16000000,31943401.0
en,2.312,Without Men,4.5,tt1547090,Without Men,2011,87.0,Comedy,Drowning Mona,16000000,15980376.0
fr,2.309,Mozart's Sister,6.5,tt1653911,Mozart's Sister,2010,120.0,"Biography,Drama,Music",Radio Days,16000000,14792779.0
en,2.292,Pathfinders: In the Company of Strangers,4.3,tt1260680,Pathfinders: In the Company of Strangers,2011,100.0,"Action,Drama,History",How to Deal,16000000,14108518.0
en,2.292,Bunnyman,2.9,tt1308748,Bunnyman,2011,90.0,Horror,Left Behind,16000000,20769209.0
en,2.2880000000000003,Honey,7.1,tt1571724,Honey,2010,103.0,Drama,Soul Plane,16000000,14553807.0
en,2.285,On the Inside,4.9,tt1260365,On the Inside,2011,95.0,"Drama,Thriller",My Stepmother Is an Alien,16000000,13854000.0
en,2.285,On the Inside,4.9,tt2150415,On the Inside,2011,81.0,Thriller,People Like Us,16000000,12617472.0
en,2.279,Memorial Day,5.9,tt1694118,Memorial Day,2012,104.0,"Action,Drama,History",The Thirteenth Floor,16000000,11810854.0
en,2.271,Man on the Train,5.6,tt1646922,Man on the Train,2011,100.0,Drama,The Cookout,16000000,11540112.0
en,2.261,Small Town Murder Songs,5.4,tt1429392,Small Town Murder Songs,2010,75.0,"Crime,Drama,Thriller",Meteor,16000000,8400000.0
en,2.252,Memory Lane,4.4,tt1568863,Memory Lane,2010,98.0,Drama,Highlander,16000000,12900000.0
en,2.252,Memory Lane,4.4,tt1980185,Memory Lane,2012,70.0,"Crime,Sci-Fi,Thriller",Bleed for This,16000000,6603926.0
en,0.934,Memory Lane,6.0,tt1568863,Memory Lane,2010,98.0,Drama,Duets,16000000,6615452.0
en,0.934,Memory Lane,6.0,tt1980185,Memory Lane,2012,70.0,"Crime,Sci-Fi,Thriller",Detroit Rock City,16000000,5825314.0
fr,2.219,"The Adventures of Philibert, Captain Virgin",5.8,tt1798224,"Les aventures de Philibert, capitaine puceau",2011,103.0,"Adventure,Comedy",Trance,16000000,22594052.0
de,2.218,Young Goethe in Love,6.0,tt1440180,Young Goethe in Love,2010,102.0,"Drama,Romance",The Immigrant,16000000,7585011.0
en,2.216,Page One: Inside the New York Times,6.9,tt1787777,Page One: Inside the New York Times,2011,92.0,Documentary,Steel,16000000,1686429.0
ro,2.211,Aurora,5.8,tt3603470,Aurora,2014,83.0,Drama,"Men, Women and Children",16000000,1685403.0
ro,2.211,Aurora,5.8,tt8095720,Aurora,2017,68.0,"Biography,Documentary,Drama",Good,16000000,31631.0
ro,2.211,Aurora,5.8,tt8396182,Aurora,2018,98.0,Drama,Vamps,16000000,94812.0
ro,2.211,Aurora,5.8,tt8553606,Aurora,2019,106.0,"Comedy,Drama,Romance",Haeundae,16000000,64733391.0
ro,2.211,Aurora,5.8,tt8821182,Aurora,2018,110.0,"Horror,Thriller",Hachiko: A Dog's Story,16000000,47707417.0
es,0.6,Aurora,6.0,tt2208216,Vanishing Waves,2012,124.0,"Romance,Sci-Fi,Thriller",Second Act,15700000,63288854.0
es,0.6,Aurora,6.0,tt3603470,Aurora,2014,83.0,Drama,Juwanna Mann,15600000,13771817.0
es,0.6,Aurora,6.0,tt8095720,Aurora,2017,68.0,"Biography,Documentary,Drama",Ararat,15500000,1693000.0
es,0.6,Aurora,6.0,tt8396182,Aurora,2018,98.0,Drama,Slow Burn,15500000,1237615.0
es,0.6,Aurora,6.0,tt8553606,Aurora,2019,106.0,"Comedy,Drama,Romance",Madison,15500000,517262.0
es,0.6,Aurora,6.0,tt8821182,Aurora,2018,110.0,"Horror,Thriller",The Yellow Handkerchief,15500000,318623.0
en,2.211,Dear God No!,3.5,tt1947998,Dear God No!,2011,81.0,"Comedy,Horror",Wasabi,15300000,7000000.0
en,2.201,Road to Nowhere,5.4,tt1504319,Road to Nowhere,2010,121.0,"Romance,Thriller",Slither,15250000,12930343.0
en,2.165,The Bunny Game,4.3,tt1522846,The Bunny Game,2011,76.0,Horror,Tootsie,15000000,177200000.0
nl,2.153,If a Tree Falls: A Story of the Earth Liberation Front,6.5,tt1787725,If a Tree Falls: A Story of the Earth Liberation Front,2011,85.0,"Biography,Crime,Documentary",3 Men and a Baby,15000000,167780960.0
en,2.143,Bombay Beach,6.5,tt1758576,Bombay Beach,2011,80.0,"Documentary,Drama,Musical",Scream,15000000,173046663.0
en,2.132,Jane's Journey,4.6,tt1326283,Jane's Journey,2010,107.0,"Biography,Documentary",Jackass Presents: Bad Grandpa,15000000,160903019.0
en,2.122,A Warm Wind,6.0,tt1520493,A Warm Wind,2011,94.0,Drama,Heaven Can Wait,15000000,98800000.0
fr,2.1180000000000003,American Translation,6.5,tt1692227,American Translation,2011,109.0,Drama,The Color Purple,15000000,93589701.0
en,2.11,The Watermen,4.0,tt1715223,The Watermen,2012,94.0,"Horror,Thriller",Beetlejuice,15000000,73887546.0
en,2.104,The Off Hours,5.2,tt1646981,The Off Hours,2011,93.0,Drama,Ben-Hur,15000000,73259017.0
en,2.103,The One Warrior,2.3,tt1623772,The Dragon Warrior,2011,91.0,"Action,Fantasy",Mama,15000000,148095566.0
en,2.099,Pete Smalls Is Dead,4.6,tt1381413,Pete Smalls Is Dead,2010,95.0,"Comedy,Crime",Private Benjamin,15000000,69847348.0
no,2.0980000000000003,Dark Souls,4.6,tt1617145,Dark Souls,2010,95.0,"Horror,Thriller",Coal Miner's Daughter,15000000,67182787.0
en,2.092,And Here No Devil Can Hurt You,3.3,tt2123145,And Here No Devil Can Hurt You,2011,67.0,"Horror,Mystery,Thriller",Diary of a Wimpy Kid,15000000,76954311.0
en,2.091,A Little Closer,5.8,tt1528309,A Little Closer,2011,72.0,"Drama,Romance",National Lampoonâs Vacation,15000000,61400000.0
hi,2.089,Game,5.1,tt2167751,Game,2013,80.0,"Drama,Thriller",The Queen,15000000,128885873.0
hi,2.089,Game,5.1,tt5543690,Game,2016,125.0,"Action,Mystery,Thriller",Little Women,15000000,50003303.0
hi,2.089,Game,5.1,tt7374742,Game,2014,105.0,Adventure,The Deer Hunter,15000000,50009253.0
en,0.6859999999999999,Game,5.7,tt2167751,Game,2013,80.0,"Drama,Thriller",When a Stranger Calls,15000000,67215435.0
en,0.6859999999999999,Game,5.7,tt5543690,Game,2016,125.0,"Action,Mystery,Thriller",Wag the Dog,15000000,64252038.0
en,0.6859999999999999,Game,5.7,tt7374742,Game,2014,105.0,Adventure,Snitch,15000000,57907734.0
en,0.845,Game,6.0,tt2167751,Game,2013,80.0,"Drama,Thriller",Krampus,15000000,61788393.0
en,0.845,Game,6.0,tt5543690,Game,2016,125.0,"Action,Mystery,Thriller",What's Love Got to Do With It,15000000,39100956.0
en,0.845,Game,6.0,tt7374742,Game,2014,105.0,Adventure,Not Another Teen Movie,15000000,62401343.0
en,2.084,A Matter of Taste: Serving Up Paul Liebrandt,4.7,tt1746136,A Matter of Taste: Serving Up Paul Liebrandt,2011,68.0,"Biography,Documentary",Wild,15000000,52460543.0
en,2.0780000000000003,The Legend of Hell's Gate: An American Conspiracy,3.8,tt1220217,The Legend of Hell's Gate: An American Conspiracy,2011,108.0,"Action,Adventure,History",Lawrence of Arabia,15000000,69995385.0
es,2.073,Perras,4.4,tt1857824,Perras,2011,100.0,"Drama,Romance,Thriller",The Theory of Everything,15000000,123327692.0
en,2.067,Seven Days in Utopia,5.4,tt1699147,Seven Days in Utopia,2011,100.0,"Drama,Sport",Drive,15000000,81357930.0
en,2.061,The Con Artist,4.8,tt1401607,The Con Artist,2010,84.0,"Comedy,Crime,Drama",The Skulls,15000000,35007180.0
en,2.05,Walk a Mile in My Pradas,4.9,tt1645187,Walk a Mile in My Pradas,2011,87.0,Comedy,Malibu's Most Wanted,15000000,34499204.0
en,2.048,Bite Marks,3.4,tt1697878,Bite Marks,2011,84.0,"Comedy,Horror",All About Steve,15000000,40127259.0
en,2.0380000000000003,The Passing,3.3,tt0451154,The Passing,2011,92.0,Horror,Where the Heart Is,15000000,40862054.0
en,0.6,The Passing,6.5,tt0451154,The Passing,2011,92.0,Horror,Halloween 2,15000000,38512850.0
en,2.036,Sympathy for Delicious,6.2,tt1270277,Sympathy for Delicious,2010,96.0,Drama,The Last House on the Left,15000000,46526243.0
de,2.032,Vamperifica,4.4,tt1691020,Vamperifica,2012,99.0,"Comedy,Horror",Because of Winn-Dixie,15000000,33508485.0
en,2.027,Below Zero,5.2,tt1641388,Below Zero,2011,99.0,Thriller,The Wedding Date,15000000,47175038.0
da,2.008,Freddy Frogface,3.4,tt1545319,Freddy Frogface,2011,78.0,"Animation,Comedy,Family",The Princess Bride,15000000,30859628.0
de,2.007,My Last Day Without You,5.8,tt1679248,My Last Day Without You,2011,90.0,"Comedy,Drama,Romance",Halloween: Resurrection,15000000,37659652.0
en,2.007,The FP,5.4,tt1296373,The FP,2011,82.0,Comedy,The Great Debaters,15000000,30261293.0
en,2.005,Quest for Zhu,5.2,tt2073154,Quest for Zhu,2011,72.0,"Adventure,Animation,Family",When the Game Stands Tall,15000000,30138912.0
en,2.0,When Harry Tries to Marry,6.1,tt1535110,When Harry Tries to Marry,2011,93.0,"Comedy,Romance",Clash of the Titans,15000000,44400000.0
en,2.0,The Family,3.4,tt1728973,The Family,2011,88.0,"Horror,Thriller",Confessions of a Teenage Drama Queen,15000000,33118854.0
en,2.0,The Family,3.4,tt2404311,The Family,2013,111.0,"Comedy,Crime,Thriller",The Object of my Affection,15000000,29145924.0
en,2.0,The Family,3.4,tt5939770,The Cult That Stole Children: Inside the Family,2016,98.0,Documentary,Grosse Pointe Blank,15000000,31070412.0
en,11.571,The Family,6.2,tt1728973,The Family,2011,88.0,"Horror,Thriller",Home Again,15000000,37336874.0
en,11.571,The Family,6.2,tt2404311,The Family,2013,111.0,"Comedy,Crime,Thriller",Book of Shadows: Blair Witch 2,15000000,47721314.0
en,11.571,The Family,6.2,tt5939770,The Cult That Stole Children: Inside the Family,2016,98.0,Documentary,Ramona and Beezus,15000000,27469621.0
de,1.99,Cold Fusion,2.2,tt1678042,Cold Fusion,2011,84.0,"Action,Sci-Fi,Thriller",Match Point,15000000,87973835.0
en,1.973,Newlyweds,5.4,tt1880418,Newlyweds,2011,95.0,"Comedy,Drama",The Remains of the Day,15000000,63954968.0
en,1.972,17 Miracles,5.3,tt1909270,17 Miracles,2011,113.0,"Adventure,History",Nowhere to Run,15000000,52189039.0
en,1.968,Still Screaming: The Ultimate Scary Movie Retrospective,7.7,tt1792617,Still Screaming: The Ultimate Scary Movie Retrospective,2011,90.0,Documentary,Urban Legends: Final Cut,15000000,38574362.0
en,1.966,A Cold Day in Hell,3.6,tt1843834,A Cold Day in Hell,2011,95.0,Western,The Place Beyond the Pines,15000000,47011449.0
en,1.966,A Cold Day in Hell,3.6,tt5312338,A Cold Day in Hell,2015,72.0,Drama,Flicka,15000000,21896367.0
de,1.96,Sleeping Sickness,6.8,tt1822304,Sleeping Sickness,2011,91.0,Drama,The Hills Have Eyes II,15000000,37466538.0
en,1.96,Jess + Moss,6.8,tt1787731,Jess + Moss,2011,83.0,Drama,Keanu,15000000,20688141.0
en,1.96,The High Cost of Living,6.6,tt1479388,The High Cost of Living,2010,92.0,Drama,Country Strong,15000000,20601987.0
en,1.96,Crash Site,3.8,tt1718755,Crash Site,2011,90.0,"Drama,Horror,Thriller",Tuck Everlasting,15000000,19344615.0
fr,1.946,Santa's Apprentice,5.9,tt1754455,Santa's Apprentice,2010,80.0,"Animation,Comedy",Disturbing Behavior,15000000,19014238.0
en,1.945,Humans vs Zombies,4.3,tt1815746,Humans vs Zombies,2011,93.0,"Comedy,Horror,Sci-Fi",The Big Lebowski,15000000,46189568.0
en,1.937,Crawl,5.6,tt1848832,Crawl,2011,80.0,"Crime,Thriller",A Most Wanted Man,15000000,36068890.0
en,1.937,Crawl,5.6,tt2181875,Crawl,2012,95.0,Drama,The Hurt Locker,15000000,49894223.0
en,1.925,Cargo,4.4,tt1507261,Cargo,2011,85.0,Drama,The Man with the Iron Fists,15000000,22018988.0
en,1.925,Cargo,4.4,tt3860916,Cargo,2017,105.0,"Drama,Horror,Sci-Fi",Firestarter,15000000,15136870.0
en,1.925,Cargo,4.4,tt5207838,Cargo,2017,112.0,Drama,Miss Bala,15000000,15362298.0
en,1.925,Cargo,4.4,tt5492502,Cargo,2017,91.0,Drama,Freddy Got Fingered,15000000,14249005.0
en,2.457,Cargo,7.6,tt1507261,Cargo,2011,85.0,Drama,One Day,15000000,59168692.0
en,2.457,Cargo,7.6,tt3860916,Cargo,2017,105.0,"Drama,Horror,Sci-Fi",De-Lovely,15000000,18524496.0
en,2.457,Cargo,7.6,tt5207838,Cargo,2017,112.0,Drama,Whip It,15000000,18889972.0
en,2.457,Cargo,7.6,tt5492502,Cargo,2017,91.0,Drama,U2 3D,15000000,26170402.0
en,1.924,Catching Hell,6.6,tt1908471,Catching Hell,2011,102.0,"Documentary,Sport",The Muse,15000000,11614954.0
en,1.922,A Noble Lie: Oklahoma City 1995,6.4,tt2119373,A Noble Lie: Oklahoma City 1995,2011,120.0,Documentary,Barney's Great Adventure,15000000,11156471.0
en,1.908,PressPausePlay,7.5,tt1737674,PressPausePlay,2011,80.0,"Documentary,Music",New York Stories,15000000,10763469.0
en,1.897,The Inheritance,4.0,tt1342115,The Inheritance,2011,90.0,Thriller,Home Fries,15000000,10513979.0
en,1.897,The Inheritance,4.0,tt3174378,The Inheritance,2013,76.0,Drama,Here on Earth,15000000,10845127.0
en,1.897,The Inheritance,4.0,tt3841670,The Inheritance,2014,70.0,"Biography,Documentary,Family",Raise Your Voice,15000000,14811980.0
en,1.897,The Inheritance,4.0,tt5836480,The Inheritance,2016,81.0,Drama,Brazil,15000000,9932146.0
en,1.895,Textuality,4.8,tt1573483,Textuality,2011,95.0,"Comedy,Romance",The Dark Half,15000000,9579068.0
en,1.894,Getting That Girl,7.0,tt1472082,Getting That Girl,2011,91.0,"Comedy,Romance",Black Snake Moan,15000000,10951153.0
en,1.888,Stuck Between Stations,6.2,tt1536440,Stuck Between Stations,2011,85.0,"Comedy,Drama,Romance",Dark Blue,15000000,12262065.0
en,1.884,Coffin,4.4,tt1667416,Coffin,2011,95.0,"Crime,Horror,Mystery",A Mighty Heart,15000000,19153568.0
en,1.879,Resurrect Dead: The Mystery of the Toynbee Tiles,6.5,tt1787791,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,86.0,Documentary,Brainstorm,15000000,8921050.0
en,1.878,Biology 101,3.9,tt2120025,Biology 101,2013,76.0,Thriller,Queen of Katwe,15000000,10055481.0
en,1.878,Biology 101,3.9,tt2120025,Biology 101,2013,76.0,Thriller,Whatever it Takes,15000000,8735529.0
en,1.875,Angels Crest,5.8,tt1559040,Angels Crest,2011,92.0,Drama,Boat Trip,15000000,14933713.0
en,1.874,The Dead Inside,5.0,tt1582270,The Dead Inside,2011,98.0,"Horror,Musical",The Importance of Being Earnest,15000000,8378141.0
en,1.874,The Dead Inside,5.0,tt1893415,Infected,2013,116.0,"Action,Horror,Sci-Fi",The Love Letter,15000000,9010980.0
ru,1.858,Khodorkovsky,4.4,tt1733525,Khodorkovsky,2011,111.0,"Biography,Documentary,Drama",In Bruges,15000000,34533783.0
en,1.856,The Speed of Thought,4.6,tt0847825,The Speed of Thought,2011,93.0,"Sci-Fi,Thriller",Promised Land,15000000,12394562.0
en,1.849,Blank City,6.6,tt1398949,Blank City,2010,94.0,Documentary,Mulholland Drive,15000000,20785973.0
en,1.847,The Frontier Boys,5.0,tt1613056,The Frontier Boys,2012,113.0,"Action,Adventure,Family",Hotel Artemis,15000000,12758799.0
en,1.844,Hot Coffee,7.4,tt1445203,Hot Coffee,2011,88.0,Documentary,The Rocker,15000000,8767338.0
en,1.843,Evil Bong 3: The Wrath of Bong,4.1,tt1791500,Evil Bong 3: The Wrath of Bong,2011,87.0,"Comedy,Horror,Sci-Fi",Post Grad,15000000,6563402.0
ru,1.823,Home,5.4,tt1821406,Dom,2011,97.0,Drama,Whatever Works,15000000,35106706.0
ru,1.823,Home,5.4,tt1988601,Dom,2011,95.0,Documentary,The In Crowd,15000000,5217498.0
ru,1.823,Home,5.4,tt2093100,Home,2011,127.0,Drama,Los tres entierros de Melquiades Estrada,15000000,13454474.0
ru,1.823,Home,5.4,tt3726354,Dom,2012,102.0,Drama,Jakob the Liar,15000000,4956401.0
ru,1.823,Home,5.4,tt4873154,Dom,2015,82.0,Documentary,Se jie,15000000,65167430.0
ru,1.823,Home,5.4,tt8601408,Home,2018,71.0,"Drama,Romance,Thriller","Kiss Kiss, Bang Bang",15000000,16829464.0
en,1.816,What Happens Next,5.4,tt1635659,What Happens Next,2011,100.0,"Comedy,Romance",Idle Hands,15000000,4023741.0
en,1.814,The Victim,4.4,tt1684564,The Victim,2011,83.0,Thriller,Scouts Guide to the Zombie Apocalypse,15000000,15554855.0
en,1.814,The Victim,4.4,tt1684564,The Victim,2011,83.0,Thriller,Rock the Kasbah,15000000,3386153.0
en,1.812,Son of Morning,2.9,tt1144815,Son of Morning,2011,81.0,"Comedy,Drama",The Company,15000000,3396508.0
en,1.809,The Summer of Massacre,2.8,tt1874779,The Summer of Massacre,2012,98.0,"Horror,Thriller",Transsiberian,15000000,6379575.0
en,1.8,Occupant,5.2,tt1671582,Occupant,2011,86.0,Thriller,Crazy in Alabama,15000000,1954202.0
en,1.7990000000000002,Making the Boys,7.0,tt1413493,Making the Boys,2011,90.0,"Biography,Documentary,Romance",The Clan of the Cave Bear,15000000,1953732.0
en,1.798,The Dynamiter,6.3,tt1738366,The Dynamiter,2011,73.0,Drama,The Comedian,15000000,1658706.0
en,1.791,House Call,4.5,tt6599236,House Call,2016,62.0,Documentary,Banlieue 13,15000000,11599903.0
en,1.785,The Chateau Meroux,4.8,tt1670269,The Chateau Meroux,2011,94.0,"Drama,Romance",Felicia's Journey,15000000,1970268.0
en,1.78,I Got Next,5.8,tt1915570,I Got Next,2011,97.0,Documentary,Metropolis,15000000,1405032.0
xx,1.773,Rosa,5.3,tt2375469,Rosa,2012,86.0,"Crime,Drama,Romance",Things to Do in Denver when You're Dead,15000000,529766.0
en,1.773,Beast Beneath,2.3,tt1665008,Beast Beneath,2011,90.0,"Action,Horror,Thriller",The Reluctant Fundamentalist,15000000,528731.0
en,1.7719999999999998,The Hagstone Demon,3.3,tt1339098,The Hagstone Demon,2011,96.0,Horror,The Return,15000000,5953886.0
en,1.765,The Green,6.2,tt1720263,The Green,2011,91.0,"Drama,Romance",Buffalo Soldiers,15000000,353743.0
en,1.757,Deadtime Stories 2,3.7,tt1156300,Deadtime Stories: Volume 2,2011,77.0,Horror,Centurion,15000000,7885048.0
en,1.753,In Our Name,5.4,tt1544590,In Our Name,2010,93.0,Drama,Ong-Bak 2,15000000,7583050.0
en,1.751,The Dish & the Spoon,6.1,tt1554414,The Dish & the Spoon,2011,92.0,"Comedy,Drama,Romance",Silent Trigger,15000000,76382.0
en,1.741,Union Square,4.9,tt1783798,Union Square,2011,80.0,Drama,Midnight Meat Train,15000000,1590246.0
bg,1.734,Tilt,6.6,tt1680019,Tilt,2010,94.0,"Drama,Romance",Winnie Mandela,15000000,61847.0
bg,1.734,Tilt,6.6,tt2993348,Tilt,2013,78.0,"Drama,Thriller",The Son of No One,15000000,1148578.0
bg,1.734,Tilt,6.6,tt5303240,Tilt,2016,97.0,"Comedy,Drama",All the Queen's Men,15000000,22723.0
bg,1.734,Tilt,6.6,tt5435476,Tilt,2017,99.0,"Drama,Horror,Thriller",The Good Night,15000000,22441.0
en,2.164,Tilt,6.0,tt1680019,Tilt,2010,94.0,"Drama,Romance",Khumba,15000000,20898221.0
en,2.164,Tilt,6.0,tt2993348,Tilt,2013,78.0,"Drama,Thriller",A Few Best Men,15000000,17224539.0
en,2.164,Tilt,6.0,tt5303240,Tilt,2016,97.0,"Comedy,Drama",AutÃ³mata,15000000,6775458.0
en,2.164,Tilt,6.0,tt5435476,Tilt,2017,99.0,"Drama,Horror,Thriller",Chiamatemi Francesco - Il papa della gente,15000000,3925769.0
en,1.727,Superheroes,6.5,tt1792621,Superheroes,2011,90.0,"Action,Comedy,Documentary",Bathory,15000000,3436763.0
en,1.717,The Gundown,4.4,tt1555110,The Gundown,2011,97.0,Western,San suk si gin,15000000,2013340.0
de,1.713,4 Days in May,5.9,tt1699202,4 Days in May,2011,97.0,"Drama,War",Dungeons & Dragons: Wrath of the Dragon God,15000000,909822.0
en,1.712,The Duel,6.0,tt1941684,Game Time,2011,105.0,"Action,Romance,Sport",In Dubious Battle,15000000,214182.0
en,1.712,The Duel,6.0,tt2436682,The Duel,2016,110.0,"Drama,Western",Broken Horses,15000000,3471.0
en,1.709,Cell 213,5.3,tt1288636,Cell 213,2011,109.0,Horror,Groundhog Day,14600000,70906973.0
en,1.705,The Arbor,6.7,tt1623008,The Arbor,2010,94.0,"Biography,Documentary,Drama",Magic Mike XXL,14500000,123660597.0
es,1.6909999999999998,The Invisible Eye,6.2,tt1313254,The Invisible Eye,2010,97.0,Drama,Romeo+Juliet,14500000,147542381.0
en,1.6869999999999998,Chop,6.1,tt1544578,Chop,2011,98.0,"Comedy,Horror,Thriller",Elle s'appelait Sarah,14500000,25480031.0
en,1.6769999999999998,Better This World,6.9,tt1460739,Better This World,2011,82.0,Documentary,Freedom,14500000,872757.0
en,1.675,Raymond Did It,3.7,tt1716760,Raymond Did It,2011,83.0,Horror,Unforgiven,14400000,159157447.0
en,1.666,35 and Ticking,5.2,tt1652287,35 and Ticking,2011,104.0,"Comedy,Romance",Manderlay,14200000,543306.0
en,1.632,Barbershop Punk,6.3,tt1606706,Barbershop Punk,2010,84.0,"Documentary,News",Towering Inferno,14000000,139700000.0
es,1.632,Amador,6.3,tt3670288,Amador,2014,96.0,Drama,Born on the Fourth of July,14000000,70001698.0
en,1.629,River of Darkness,2.1,tt1421049,River of Darkness,2011,105.0,Horror,Cool Runnings,14000000,155056263.0
en,1.62,Identical,4.3,tt1748051,Identical,2011,80.0,Thriller,Stomp the Yard,14000000,75525718.0
fr,1.619,Familiar Ground,6.6,tt1671457,Familiar Grounds,2011,90.0,Drama,My Bloody Valentine,14000000,102836002.0
en,1.615,The Life Zone,1.8,tt1786714,The Life Zone,2011,81.0,"Horror,Thriller",The Possession,14000000,82925064.0
en,1.608,Down the Shore,5.2,tt1155060,Down the Shore,2011,93.0,"Drama,Romance,Thriller",First Blood,14000000,125212904.0
en,1.604,Time Freak,6.9,tt6769280,Time Freak,2018,104.0,"Comedy,Drama,Romance",Urban Legend,14000000,72571864.0
en,9.751,Time Freak,6.3,tt6769280,Time Freak,2018,104.0,"Comedy,Drama,Romance",Taps,14000000,35856053.0
en,1.601,The Big Bad,1.9,tt1985219,The Big Bad,2011,78.0,"Drama,Horror,Mystery",Tyler Perry's Good Deeds,14000000,35579177.0
en,1.599,Balls to the Wall,5.4,tt1626135,Balls to the Wall,2011,85.0,Comedy,White Fang,14000000,34729091.0
en,1.595,Terrifier,6.3,tt4281724,Terrifier,2016,82.0,"Horror,Thriller",Dangerous Liaisons,14000000,34700000.0
en,9.811,Terrifier,6.0,tt4281724,Terrifier,2016,82.0,"Horror,Thriller",Superstar,14000000,30628981.0
en,9.811,Terrifier,6.0,tt4281724,Terrifier,2016,82.0,"Horror,Thriller",The Iron Lady,14000000,115592104.0
es,1.589,The Colors of the Mountain,7.7,tt1715853,The Colors of the Mountain,2010,90.0,Drama,Poetic Justice,14000000,27450453.0
en,1.586,Final Sale,6.3,tt1690542,Final Sale,2011,91.0,"Crime,Drama,Thriller",Jonah: A VeggieTales Movie,14000000,25608779.0
en,1.584,Fire in Babylon,6.5,tt1727790,Fire in Babylon,2010,87.0,"Documentary,Sport",All About the Benjamins,14000000,25873145.0
en,1.58,Reagan,4.8,tt1822382,Reagan,2011,105.0,"Biography,Documentary",Our Family Wedding,14000000,21410546.0
nl,1.575,Oxygen,6.5,tt1470860,Oxygen,2010,98.0,Drama,Vampire in Brooklyn,14000000,19637147.0
en,1.574,The Nutcrackers,7.0,tt1677709,The Nutcrackers,2010,74.0,Animation,An American Haunting,14000000,30443277.0
en,1.574,Famine,3.1,tt1753811,Famine,2011,77.0,"Comedy,Horror",My Boss's Daughter,14000000,15549702.0
en,1.571,Low Fidelity,4.6,tt1918924,Low Fidelity,2011,99.0,Drama,A Perfect Getaway,14000000,22815460.0
en,1.569,25 Hill,6.4,tt1618368,25 Hill,2011,108.0,Drama,Thinner,14000000,15171475.0
en,1.554,Occupied,6.2,tt1924334,Occupied,2011,88.0,Thriller,Dead Man on Campus,14000000,15064948.0
en,1.554,Trippin',3.5,tt1516595,Trippin',2011,88.0,"Comedy,Horror","New York, New York",14000000,13800000.0
en,1.551,Decisions,3.0,tt1535962,Decisions,2011,89.0,"Action,Crime,Drama",Jason X,14000000,16951798.0
en,1.551,Decisions,3.0,tt4057956,Decisions,2015,107.0,Drama,Crooklyn,14000000,13024170.0
en,1.5490000000000002,It's Such a Beautiful Day,8.1,tt2396224,It's Such a Beautiful Day,2012,62.0,"Animation,Comedy,Drama",Hot Tub Time Machine 2,14000000,12826644.0
en,3.85,It's Such a Beautiful Day,8.2,tt2396224,It's Such a Beautiful Day,2012,62.0,"Animation,Comedy,Drama",Bobby,14000000,20597806.0
en,1.546,Coming & Going,6.3,tt1946177,Coming & Going,2011,92.0,"Comedy,Romance",Head Over Heels,14000000,10397365.0
fr,1.544,Benda Bilili!,6.0,tt1625857,Benda Bilili!,2010,85.0,"Documentary,Music",Fun Size,14000000,11166615.0
en,1.544,Children of God,5.8,tt1490602,Children of God,2010,104.0,Drama,Lost and Found,14000000,6552255.0
en,1.544,Children of God,5.8,tt6568210,Children of God,2017,65.0,Documentary,Le Scaphandre et le Papillon,14000000,22754472.0
en,1.541,Boggy Creek,2.9,tt1493798,Boggy Creek,2010,87.0,Horror,Little Children,14000000,14121177.0
en,1.537,Orcs!,4.1,tt1524134,Orcs!,2011,78.0,"Action,Comedy,Fantasy",Gossip,14000000,12591270.0
en,1.53,Becoming Santa,7.3,tt1833652,Becoming Santa,2011,97.0,"Comedy,Documentary,History",A Walk on the Moon,14000000,4741987.0
en,1.4480000000000002,Becoming Santa,5.2,tt1833652,Becoming Santa,2011,97.0,"Comedy,Documentary,History",Suffragette,14000000,34044909.0
en,1.505,August,5.7,tt1753773,August,2011,108.0,Drama,Mr. Turner,14000000,25187026.0
en,1.504,Termite: The Walls Have Eyes,3.2,tt2008647,Termite: The Walls Have Eyes,2011,75.0,"Action,Drama,Mystery",Soul Survivors,14000000,4288246.0
en,1.501,Adventures of Bailey: The Lost Puppy,4.9,tt1734063,Adventures of Bailey: The Lost Puppy,2010,90.0,Family,Easy Virtue,14000000,20537741.0
